popularity,grooming_frequency_value,shedding_value,energy_level_value,trainability_value,demeanor_value,size
0.7486910994764399,0.0,0.5,1.0,0.75,0.5,0.5084577898967383
0.17801047120418848,0.5,0.5,1.0,1.0,0.25,0.3828660728182979
0.13089005235602094,0.5,0.5,1.0,1.0,0.75,0.3385194649460077
0.49738219895287966,0.0,0.25,1.0,1.0,0.25,0.32464059356185204
0.49738219895287966,0.25,1.0,1.0,0.0,0.0,0.49525422884699655
0.08376963350785341,0.0,0.75,1.0,1.0,0.5,0.6235559396452602
0.49738219895287966,0.0,0.0,1.0,0.5,0.5,0.656732575805447
0.49738219895287966,0.25,0.5,1.0,0.5,0.5,0.4939014200826267
0.8167539267015708,0.0,0.0,1.0,0.25,0.25,0.38828387216240245
0.9581151832460734,0.25,0.5,1.0,0.5,0.75,0.28604834615310243
0.4712041884816754,0.25,0.75,1.0,1.0,0.75,0.5206451033015462
0.6963350785340315,0.0,0.25,1.0,0.5,0.5,0.32904105121325194
0.041884816753926704,0.25,0.75,1.0,1.0,0.75,0.4905161160283896
0.32460732984293195,0.25,0.75,1.0,1.0,0.25,0.517936203629494
0.40314136125654454,0.75,0.5,1.0,0.75,0.5,0.5802244853701327
0.010471204188481678,0.25,0.5,1.0,1.0,0.75,0.5111666895687905
0.5968586387434556,0.25,0.5,1.0,0.25,0.25,0.5453562912305983
0.9214659685863875,0.25,0.5,1.0,0.25,0.75,0.3212563835553858
0.3403141361256545,0.25,0.5,1.0,0.25,0.25,0.7132643089870033
0.9842931937172776,0.25,0.25,1.0,0.75,0.75,0.41671911336066947
0.7905759162303666,0.0,0.25,1.0,0.25,0.25,0.49457673041704076
0.7591623036649215,0.25,0.5,1.0,0.75,0.75,0.4803591098179072
0.3979057591623037,0.5,0.5,1.0,0.5,1.0,0.5727763788317025
0.8272251308900525,0.25,0.5,1.0,0.75,0.25,0.4776523982413968
0.0,0.25,0.75,1.0,1.0,1.0,0.5243691565707613
0.49738219895287966,0.0,0.5,1.0,0.0,0.25,0.41028616041940225
0.49738219895287966,0.0,0.25,1.0,1.0,0.25,0.25693560652487957
0.4293193717277487,0.25,0.5,1.0,0.75,0.75,0.36390924535278657
0.6073298429319373,0.25,0.25,1.0,0.5,0.75,0.16655083280095162
0.42408376963350786,0.25,0.25,1.0,0.5,0.75,0.10900285197446152
0.49738219895287966,0.0,0.5,1.0,0.5,0.75,0.4224734738242102
0.8795811518324609,0.0,0.5,1.0,1.0,0.75,0.19227990944659368
0.49738219895287966,0.25,0.5,1.0,0.75,0.25,0.32227044310477754
0.49738219895287966,0.25,0.5,1.0,0.0,0.5,0.5010096833583082
0.18324607329842932,0.25,0.5,1.0,1.0,0.75,0.5792093317729701
0.33507853403141363,0.25,0.5,1.0,0.5,0.5,0.4546327682916924
